Station Name,Measurement Timestamp,Humidity
63rd Street Weather Station,2021-11-22 22:00:00.747399,41
Oak Street Weather Station,2021-10-18 10:00:00.526501,39
63rd Street Weather Station,2021-11-07 04:00:00.344196,73
63rd Street Weather Station,2021-11-24 06:00:00.211426,57
Foster Weather Station,2021-08-29 15:59:59.826993,53
63rd Street Weather Station,2021-08-04 02:00:00.375369,63
Foster Weather Station,2021-07-17 01:00:00.151064,83
63rd Street Weather Station,2021-11-08 18:59:59.856805,65
Foster Weather Station,2021-08-08 23:00:00.605011,74
63rd Street Weather Station,2021-08-13 19:00:00.090943,68
63rd Street Weather Station,2021-05-23 13:59:59.378069,61
Foster Weather Station,2021-09-05 10:00:00.169517,50
63rd Street Weather Station,2021-09-27 15:59:59.116531,39
Oak Street Weather Station,2021-06-07 14:00:00.612360,75
Foster Weather Station,2021-10-10 12:00:00.140672,64
Oak Street Weather Station,2021-11-24 22:00:00.438539,76
Foster Weather Station,2021-06-08 19:59:59.828828,84
Foster Weather Station,2021-06-13 23:00:00.700687,35
63rd Street Weather Station,2021-05-26 09:59:59.196972,82
63rd Street Weather Station,2021-09-07 23:59:59.201450,80
Foster Weather Station,2021-12-06 08:00:00.110303,52
Foster Weather Station,2021-06-22 02:59:59.256796,67
Foster Weather Station,2021-11-18 19:59:59.510364,50
Foster Weather Station,2021-09-20 00:59:59.735697,55
63rd Street Weather Station,2021-06-06 17:00:00.017404,51
63rd Street Weather Station,2021-11-14 16:59:59.105172,68
Foster Weather Station,2021-12-07 08:00:00.175010,45
Foster Weather Station,2021-08-01 00:00:00.496668,65
63rd Street Weather Station,2021-12-04 00:00:00.642980,88
Oak Street Weather Station,2021-06-22 19:00:00.776175,59
Foster Weather Station,2021-10-09 17:59:59.428298,81
Foster Weather Station,2021-10-13 14:59:59.539825,79
Oak Street Weather Station,2021-12-16 20:59:59.190581,50
63rd Street Weather Station,2021-09-07 04:00:00.464646,75
63rd Street Weather Station,2021-10-04 18:59:59.665309,94
Foster Weather Station,2021-10-10 14:59:59.919854,59
63rd Street Weather Station,2021-11-11 09:00:00.441226,92
63rd Street Weather Station,2021-09-20 20:59:59.769488,84
Foster Weather Station,2021-11-04 14:59:59.931899,38
63rd Street Weather Station,2021-07-10 01:59:59.705433,77
Oak Street Weather Station,2021-12-14 00:59:59.971063,84
63rd Street Weather Station,2021-09-04 07:00:00.364235,77
Oak Street Weather Station,2021-06-25 17:59:59.219931,77
Oak Street Weather Station,2021-11-21 16:00:00.230543,44
Oak Street Weather Station,2021-11-25 00:59:59.904053,86
63rd Street Weather Station,2021-09-01 15:00:00.784726,60
Foster Weather Station,2021-12-05 13:59:59.648598,84
Oak Street Weather Station,2021-06-24 23:59:59.936209,84
Oak Street Weather Station,2021-06-03 22:59:59.655157,35
63rd Street Weather Station,2021-11-04 07:59:59.986581,71
63rd Street Weather Station,2021-07-01 21:00:00.368364,76
Oak Street Weather Station,2021-07-08 17:59:59.157719,83
Oak Street Weather Station,2021-06-17 07:59:59.115189,57
Oak Street Weather Station,2021-07-19 01:00:00.721977,81
63rd Street Weather Station,2021-06-27 08:59:59.802824,84
63rd Street Weather Station,2021-06-21 12:59:59.683722,55
63rd Street Weather Station,2021-12-07 00:59:59.511706,46
Oak Street Weather Station,2021-08-12 14:00:00.661002,67
Foster Weather Station,2021-06-05 06:00:00.828624,52
Foster Weather Station,2021-08-06 21:59:59.605598,79
63rd Street Weather Station,2021-07-05 21:00:00.740323,64
63rd Street Weather Station,2021-09-23 06:59:59.922983,72
63rd Street Weather Station,2021-07-16 10:00:00.074332,98
Foster Weather Station,2021-09-30 16:59:59.497211,69
Foster Weather Station,2021-11-23 13:00:00.237302,22
Foster Weather Station,2021-10-17 20:00:00.565558,37
Foster Weather Station,2021-06-04 03:00:00.421843,48
63rd Street Weather Station,2021-09-24 14:00:00.182561,38
Foster Weather Station,2021-11-13 23:00:00.123802,73
Oak Street Weather Station,2021-12-07 19:00:00.894292,40
63rd Street Weather Station,2021-06-28 06:00:00.405978,100
Foster Weather Station,2021-11-16 12:59:59.263075,74
63rd Street Weather Station,2021-07-27 16:59:59.369307,50
Foster Weather Station,2021-10-29 14:00:00.196480,85
Oak Street Weather Station,2021-06-20 18:00:00.696799,81
Foster Weather Station,2021-10-04 18:59:59.863170,83
63rd Street Weather Station,2021-05-22 04:00:00.064102,66
Foster Weather Station,2021-09-02 11:59:59.595881,54
63rd Street Weather Station,2021-05-31 20:59:59.874574,53
Oak Street Weather Station,2021-10-12 02:00:00.021355,85
Foster Weather Station,2021-10-11 10:00:00.483886,70
63rd Street Weather Station,2021-07-10 12:00:00.197084,82
63rd Street Weather Station,2021-09-27 12:59:59.747588,46
Oak Street Weather Station,2021-11-12 21:59:59.383292,80
63rd Street Weather Station,2021-10-23 12:00:00.196434,52
Foster Weather Station,2021-11-27 09:00:00.123020,57
Oak Street Weather Station,2021-11-25 20:00:00.650161,58
Foster Weather Station,2021-09-24 09:00:00.777743,47
Oak Street Weather Station,2021-10-06 04:59:59.679054,89
Oak Street Weather Station,2021-09-05 02:59:59.368149,78
Foster Weather Station,2021-06-14 03:00:00.323458,47
Oak Street Weather Station,2021-12-10 16:00:00.533952,93
Oak Street Weather Station,2021-09-02 03:00:00.177478,60
Oak Street Weather Station,2021-10-08 23:59:59.465052,80
63rd Street Weather Station,2021-12-01 00:00:00.374623,58
Oak Street Weather Station,2021-10-09 09:59:59.898926,80
Foster Weather Station,2021-09-20 19:59:59.835453,71
Oak Street Weather Station,2021-08-20 21:59:59.184315,79
63rd Street Weather Station,2021-07-17 22:59:59.275011,84
Oak Street Weather Station,2021-11-04 10:00:00.649683,43
Oak Street Weather Station,2021-11-11 14:59:59.721248,72
63rd Street Weather Station,2021-10-17 07:59:59.321740,69
63rd Street Weather Station,2021-06-21 00:59:59.156874,100
63rd Street Weather Station,2021-10-17 21:00:00.164091,52
Oak Street Weather Station,2021-09-13 00:00:00.847949,88
63rd Street Weather Station,2021-06-29 10:00:00.684244,100
Oak Street Weather Station,2021-10-20 12:00:00.863680,51
Foster Weather Station,2021-09-28 14:59:59.768024,66
Oak Street Weather Station,2021-09-05 04:00:00.070976,79
Oak Street Weather Station,2021-08-23 09:59:59.155376,66
Foster Weather Station,2021-11-08 02:59:59.512517,57
63rd Street Weather Station,2021-10-02 05:00:00.827352,67
63rd Street Weather Station,2021-05-20 03:00:00.334626,82
63rd Street Weather Station,2021-09-19 05:00:00.712592,80
Foster Weather Station,2021-06-28 14:00:00.222792,80
63rd Street Weather Station,2021-12-05 06:00:00.335645,56
Foster Weather Station,2021-05-22 20:59:59.573673,41
63rd Street Weather Station,2021-12-08 07:59:59.564473,77
63rd Street Weather Station,2021-07-08 09:59:59.781117,91
Foster Weather Station,2021-11-25 03:59:59.568301,85
Foster Weather Station,2021-06-15 21:59:59.838605,57
Foster Weather Station,2021-08-16 14:00:00.189507,55
63rd Street Weather Station,2021-09-09 03:59:59.791672,69
63rd Street Weather Station,2021-07-16 11:59:59.363651,97
63rd Street Weather Station,2021-08-12 10:00:00.313055,78
Oak Street Weather Station,2021-07-25 15:59:59.403140,36
Foster Weather Station,2021-08-26 15:00:00.247449,69
63rd Street Weather Station,2021-11-21 10:00:00.521725,80
Oak Street Weather Station,2021-10-28 23:59:59.350737,89
Oak Street Weather Station,2021-07-18 20:00:00.461291,85
Oak Street Weather Station,2021-08-22 11:00:00.762651,80
Oak Street Weather Station,2021-05-22 13:00:00.688285,46
63rd Street Weather Station,2021-10-03 21:00:00.349141,96
63rd Street Weather Station,2021-06-27 18:59:59.947376,84
Oak Street Weather Station,2021-11-29 22:59:59.509224,56
63rd Street Weather Station,2021-09-02 12:59:59.492420,61
Oak Street Weather Station,2021-07-25 18:59:59.413489,33
Foster Weather Station,2021-07-30 12:59:59.945834,62
63rd Street Weather Station,2021-09-27 09:00:00.050821,63
Oak Street Weather Station,2021-05-20 11:59:59.834551,55
Oak Street Weather Station,2021-12-06 15:59:59.393787,44
63rd Street Weather Station,2021-07-26 16:59:59.968130,61
63rd Street Weather Station,2021-08-12 02:00:00.083489,83
Oak Street Weather Station,2021-11-29 23:59:59.245921,60
Oak Street Weather Station,2021-08-27 05:59:59.233626,75
63rd Street Weather Station,2021-11-04 04:59:59.359957,74
Oak Street Weather Station,2021-12-17 00:00:00.142848,54
Foster Weather Station,2021-07-07 17:59:59.112320,85
Foster Weather Station,2021-11-24 16:00:00.707250,50
Oak Street Weather Station,2021-08-11 03:59:59.785708,80
Foster Weather Station,2021-07-06 03:59:59.586281,65
Oak Street Weather Station,2021-06-14 10:00:00.425775,77
63rd Street Weather Station,2021-09-01 08:00:00.264232,68
Foster Weather Station,2021-07-15 03:00:00.683651,67
Foster Weather Station,2021-11-17 16:59:59.432793,79
Oak Street Weather Station,2021-05-20 14:59:59.854951,50
Foster Weather Station,2021-11-10 15:59:59.191503,73
Foster Weather Station,2021-08-21 01:59:59.831957,77
Oak Street Weather Station,2021-10-26 11:59:59.697486,70
63rd Street Weather Station,2021-11-03 19:00:00.846647,49
Oak Street Weather Station,2021-08-17 02:59:59.229336,79
Foster Weather Station,2021-12-13 07:59:59.337245,59
63rd Street Weather Station,2021-09-30 00:00:00.329424,91
Oak Street Weather Station,2021-09-23 09:59:59.925488,64
63rd Street Weather Station,2021-10-06 22:59:59.939830,97
63rd Street Weather Station,2021-09-24 11:00:00.010542,45
63rd Street Weather Station,2021-06-06 11:59:59.188591,49
63rd Street Weather Station,2021-08-06 01:59:59.585281,64
63rd Street Weather Station,2021-12-07 05:59:59.923652,53
Oak Street Weather Station,2021-10-01 22:00:00.512939,52
Oak Street Weather Station,2021-09-29 21:59:59.206587,77
Foster Weather Station,2021-06-29 02:00:00.109970,81
Oak Street Weather Station,2021-08-08 15:59:59.161980,49
Oak Street Weather Station,2021-05-25 23:00:00.206147,65
Oak Street Weather Station,2021-12-06 19:00:00.070915,37
63rd Street Weather Station,2021-11-10 03:59:59.772767,76
Oak Street Weather Station,2021-10-18 21:00:00.881531,48
63rd Street Weather Station,2021-12-10 13:59:59.690354,90
Oak Street Weather Station,2021-09-03 23:59:59.726188,58
Foster Weather Station,2021-08-01 03:59:59.961770,74
Foster Weather Station,2021-11-10 05:00:00.027682,68
63rd Street Weather Station,2021-08-08 21:59:59.308661,79
63rd Street Weather Station,2021-09-02 17:00:00.417724,61
63rd Street Weather Station,2021-07-04 11:59:59.535624,70
Oak Street Weather Station,2021-10-10 11:59:59.769298,66
63rd Street Weather Station,2021-10-14 09:00:00.422506,78
Oak Street Weather Station,2021-10-29 21:59:59.813861,91
63rd Street Weather Station,2021-09-05 05:00:00.273026,88
Oak Street Weather Station,2021-06-16 22:59:59.661486,64
Oak Street Weather Station,2021-09-01 01:59:59.560621,69
63rd Street Weather Station,2021-06-26 20:59:59.335609,99
63rd Street Weather Station,2021-09-13 23:59:59.407930,66
Oak Street Weather Station,2021-08-05 18:59:59.113374,43
Oak Street Weather Station,2021-07-13 00:00:00.213130,94
Oak Street Weather Station,2021-09-10 03:59:59.327251,54
63rd Street Weather Station,2021-09-17 21:59:59.623277,68
Foster Weather Station,2021-05-19 06:59:59.687413,79
Oak Street Weather Station,2021-10-08 08:00:00.503202,88
Oak Street Weather Station,2021-12-14 16:59:59.192616,60
63rd Street Weather Station,2021-12-01 09:00:00.090444,73
Foster Weather Station,2021-05-30 19:59:59.425867,54
Oak Street Weather Station,2021-06-29 14:59:59.487434,58
Foster Weather Station,2021-12-02 08:00:00.600942,61
Oak Street Weather Station,2021-10-22 01:00:00.167484,67
Foster Weather Station,2021-11-30 13:59:59.191010,37
Foster Weather Station,2021-08-05 04:00:00.389965,59
Oak Street Weather Station,2021-05-25 11:59:59.770695,49
63rd Street Weather Station,2021-06-24 04:59:59.578210,62
63rd Street Weather Station,2021-12-10 19:59:59.106386,100
63rd Street Weather Station,2021-12-03 00:59:59.102712,79
Oak Street Weather Station,2021-07-30 15:00:00.665092,70
Oak Street Weather Station,2021-12-12 07:00:00.562233,59
Oak Street Weather Station,2021-12-04 14:59:59.388239,24
Foster Weather Station,2021-08-19 21:59:59.834239,86
Foster Weather Station,2021-09-03 08:00:00.192046,45
63rd Street Weather Station,2021-11-18 21:59:59.276242,57
Oak Street Weather Station,2021-08-24 02:59:59.603084,78
Oak Street Weather Station,2021-09-28 16:59:59.278651,74
Foster Weather Station,2021-08-08 18:59:59.434255,54
63rd Street Weather Station,2021-08-24 03:59:59.983974,90
Oak Street Weather Station,2021-11-01 23:59:59.476426,51
63rd Street Weather Station,2021-12-06 00:59:59.760670,85
Foster Weather Station,2021-12-12 17:59:59.339260,50
Oak Street Weather Station,2021-05-28 00:00:00.525901,86
Foster Weather Station,2021-11-04 17:59:59.383898,46
63rd Street Weather Station,2021-07-24 15:59:59.328146,58
Oak Street Weather Station,2021-10-13 15:59:59.496883,83
63rd Street Weather Station,2021-12-04 09:00:00.165921,69
Oak Street Weather Station,2021-08-23 18:00:00.314360,73
63rd Street Weather Station,2021-08-08 13:00:00.357702,63
63rd Street Weather Station,2021-11-21 03:00:00.449245,81
63rd Street Weather Station,2021-08-28 02:59:59.838572,79
Oak Street Weather Station,2021-11-30 22:59:59.987794,46
63rd Street Weather Station,2021-11-10 22:59:59.414684,85
63rd Street Weather Station,2021-11-07 14:00:00.288925,49
63rd Street Weather Station,2021-06-15 06:00:00.221376,69
Foster Weather Station,2021-12-08 00:59:59.824766,39
63rd Street Weather Station,2021-09-16 08:59:59.264966,58
Oak Street Weather Station,2021-11-06 17:00:00.335400,47
63rd Street Weather Station,2021-07-18 21:59:59.115849,91
Oak Street Weather Station,2021-06-14 05:00:00.603773,46
Oak Street Weather Station,2021-10-27 19:00:00.346943,58
Oak Street Weather Station,2021-07-05 15:59:59.363008,45
Oak Street Weather Station,2021-09-26 12:00:00.550904,35
63rd Street Weather Station,2021-06-27 09:59:59.618168,76
Foster Weather Station,2021-08-06 10:00:00.746290,57
Oak Street Weather Station,2021-05-19 16:59:59.215212,68
Foster Weather Station,2021-06-06 15:00:00.132449,39
63rd Street Weather Station,2021-10-26 23:00:00.035871,69
Oak Street Weather Station,2021-08-01 03:59:59.258393,75
Oak Street Weather Station,2021-09-16 09:59:59.626591,52
63rd Street Weather Station,2021-10-06 15:00:00.648582,96
Foster Weather Station,2021-11-09 10:59:59.334329,77
Oak Street Weather Station,2021-09-22 03:00:00.640594,70
Oak Street Weather Station,2021-05-19 00:00:00.146148,79
Foster Weather Station,2021-09-14 23:00:00.881498,60
Foster Weather Station,2021-05-20 02:59:59.758963,89
Foster Weather Station,2021-07-19 12:00:00.352227,73
63rd Street Weather Station,2021-05-29 21:00:00.233843,60
Oak Street Weather Station,2021-09-09 00:59:59.516227,57
Foster Weather Station,2021-10-03 01:00:00.798857,83
Oak Street Weather Station,2021-06-28 03:59:59.250728,94
Oak Street Weather Station,2021-07-18 21:59:59.464285,86
Oak Street Weather Station,2021-08-30 11:00:00.312940,71
Foster Weather Station,2021-07-08 18:59:59.223486,78
63rd Street Weather Station,2021-10-17 00:59:59.928641,63
63rd Street Weather Station,2021-08-21 22:00:00.120164,83
Oak Street Weather Station,2021-07-09 15:59:59.919763,72
63rd Street Weather Station,2021-06-04 01:00:00.629649,63
Foster Weather Station,2021-09-09 22:59:59.978225,59
Oak Street Weather Station,2021-07-08 06:59:59.131353,90
Foster Weather Station,2021-05-26 05:59:59.616975,83
63rd Street Weather Station,2021-11-26 06:00:00.108348,61
63rd Street Weather Station,2021-10-05 23:00:00.233889,98
Foster Weather Station,2021-06-28 03:59:59.340997,88
63rd Street Weather Station,2021-08-16 10:59:59.638626,64
63rd Street Weather Station,2021-10-10 01:59:59.296419,82
Oak Street Weather Station,2021-09-09 21:59:59.614441,60
Foster Weather Station,2021-11-01 05:59:59.303852,66
Oak Street Weather Station,2021-10-14 05:59:59.871015,90
Oak Street Weather Station,2021-10-08 04:59:59.765132,92
Foster Weather Station,2021-11-04 02:00:00.122983,53
Oak Street Weather Station,2021-07-08 09:59:59.739714,87
Oak Street Weather Station,2021-09-03 22:00:00.304696,58
63rd Street Weather Station,2021-09-10 19:00:00.141187,47
Oak Street Weather Station,2021-10-11 08:00:00.862085,76
63rd Street Weather Station,2021-08-20 23:59:59.772437,76
63rd Street Weather Station,2021-07-08 16:59:59.654218,88
Foster Weather Station,2021-09-10 19:59:59.932402,39
63rd Street Weather Station,2021-07-30 03:59:59.639694,73
63rd Street Weather Station,2021-06-01 00:59:59.859612,68
Foster Weather Station,2021-10-23 13:00:00.595360,44
Foster Weather Station,2021-10-25 23:59:59.582316,63
Foster Weather Station,2021-11-22 17:00:00.707007,27
63rd Street Weather Station,2021-09-21 18:00:00.722140,76
63rd Street Weather Station,2021-06-02 19:00:00.157807,85
Oak Street Weather Station,2021-08-08 10:59:59.584201,60
Foster Weather Station,2021-12-07 20:00:00.845118,35
63rd Street Weather Station,2021-09-28 08:59:59.421396,81
Oak Street Weather Station,2021-09-13 19:59:59.614701,88
Oak Street Weather Station,2021-10-26 00:00:00.871916,71
63rd Street Weather Station,2021-11-26 10:59:59.792495,49
Foster Weather Station,2021-08-25 18:59:59.702737,68
Foster Weather Station,2021-10-09 09:59:59.271331,77
63rd Street Weather Station,2021-09-13 03:00:00.348468,99
Foster Weather Station,2021-08-10 23:59:59.829957,83
Oak Street Weather Station,2021-08-16 22:59:59.118619,69
Foster Weather Station,2021-09-29 10:00:00.109420,65
Foster Weather Station,2021-09-20 18:00:00.663195,60
63rd Street Weather Station,2021-07-07 07:00:00.076828,79
63rd Street Weather Station,2021-07-10 03:00:00.574006,84
Foster Weather Station,2021-06-18 10:59:59.798494,66
Oak Street Weather Station,2021-07-01 21:00:00.502158,74
Foster Weather Station,2021-11-29 18:59:59.855548,47
63rd Street Weather Station,2021-09-07 11:59:59.808065,52
Oak Street Weather Station,2021-05-20 19:00:00.359521,47
Oak Street Weather Station,2021-09-01 23:00:00.049641,69
Foster Weather Station,2021-12-15 16:59:59.976829,77
Foster Weather Station,2021-10-07 08:59:59.121086,89
Foster Weather Station,2021-09-25 07:00:00.256044,78
Oak Street Weather Station,2021-08-08 20:59:59.623737,67
Foster Weather Station,2021-08-08 13:59:59.449769,46
63rd Street Weather Station,2021-10-13 16:00:00.403933,92
63rd Street Weather Station,2021-07-17 20:00:00.882140,88
Foster Weather Station,2021-08-04 17:59:59.848486,50
Foster Weather Station,2021-06-03 00:00:00.540433,60
63rd Street Weather Station,2021-11-06 02:00:00.828062,67
Foster Weather Station,2021-08-11 05:59:59.497799,84
Oak Street Weather Station,2021-10-22 16:00:00.344303,48
Oak Street Weather Station,2021-06-16 14:00:00.777913,71
Oak Street Weather Station,2021-08-05 14:00:00.297964,36
Oak Street Weather Station,2021-12-15 23:00:00.874624,76
Foster Weather Station,2021-07-08 17:59:59.281708,77
Oak Street Weather Station,2021-11-26 05:00:00.422596,58
Oak Street Weather Station,2021-09-28 16:00:00.639225,72
63rd Street Weather Station,2021-08-30 13:59:59.923950,69
63rd Street Weather Station,2021-10-11 08:00:00.229221,83
Oak Street Weather Station,2021-08-29 02:00:00.617354,66
63rd Street Weather Station,2021-09-04 18:00:00.238726,83
63rd Street Weather Station,2021-10-12 19:00:00.187623,84
Foster Weather Station,2021-11-19 10:00:00.305341,44
Oak Street Weather Station,2021-05-27 11:59:59.354115,72
Oak Street Weather Station,2021-12-07 04:00:00.761277,49
Foster Weather Station,2021-10-21 12:59:59.819155,75
Oak Street Weather Station,2021-09-22 07:00:00.845489,69
63rd Street Weather Station,2021-07-05 01:00:00.365617,76
Foster Weather Station,2021-11-25 18:00:00.709119,66
Foster Weather Station,2021-12-08 13:00:00.421954,57
Foster Weather Station,2021-09-05 08:59:59.701193,60
63rd Street Weather Station,2021-09-05 13:00:00.292332,37
63rd Street Weather Station,2021-06-25 01:59:59.429600,94
Oak Street Weather Station,2021-09-14 00:59:59.259232,61
63rd Street Weather Station,2021-06-05 02:00:00.460313,51
63rd Street Weather Station,2021-08-20 13:59:59.617441,89
Foster Weather Station,2021-07-04 09:59:59.414295,54
Oak Street Weather Station,2021-09-26 10:00:00.045780,43
Foster Weather Station,2021-11-20 09:59:59.163710,57
Foster Weather Station,2021-10-14 08:59:59.582903,71
Foster Weather Station,2021-09-25 03:59:59.444904,74
63rd Street Weather Station,2021-09-09 06:59:59.292384,76
63rd Street Weather Station,2021-07-14 20:59:59.493589,77
Oak Street Weather Station,2021-12-12 00:59:59.441543,59
Oak Street Weather Station,2021-07-24 01:59:59.578591,72
63rd Street Weather Station,2021-08-05 18:59:59.265666,46
Foster Weather Station,2021-12-12 01:59:59.853965,53
Oak Street Weather Station,2021-07-04 07:59:59.479543,65
Foster Weather Station,2021-11-17 02:00:00.066683,79
Oak Street Weather Station,2021-12-10 11:00:00.103701,82
Oak Street Weather Station,2021-09-01 13:00:00.641613,60
Oak Street Weather Station,2021-07-14 14:00:00.304605,53
63rd Street Weather Station,2021-09-19 01:00:00.492429,92
Oak Street Weather Station,2021-07-22 00:59:59.118285,84
63rd Street Weather Station,2021-12-08 12:00:00.407999,63
Oak Street Weather Station,2021-09-02 11:59:59.257981,61
63rd Street Weather Station,2021-05-27 07:59:59.970957,74
Foster Weather Station,2021-10-30 13:00:00.356025,72
63rd Street Weather Station,2021-07-17 08:59:59.679223,93
Foster Weather Station,2021-08-24 20:59:59.672167,87
Oak Street Weather Station,2021-08-24 06:00:00.885230,81
Oak Street Weather Station,2021-07-01 04:00:00.384106,87
Foster Weather Station,2021-11-28 20:59:59.990958,36
Oak Street Weather Station,2021-11-03 09:59:59.916846,48
63rd Street Weather Station,2021-10-15 22:00:00.824458,69
Oak Street Weather Station,2021-12-01 23:00:00.665397,71
63rd Street Weather Station,2021-05-18 16:59:59.495487,67
63rd Street Weather Station,2021-09-10 08:00:00.678912,70
Foster Weather Station,2021-08-17 23:00:00.448747,84
Oak Street Weather Station,2021-06-10 06:59:59.584491,90
Oak Street Weather Station,2021-12-11 13:00:00.889701,58
Oak Street Weather Station,2021-08-04 11:59:59.840645,63
Oak Street Weather Station,2021-06-26 10:00:00.601719,89
Oak Street Weather Station,2021-06-07 15:59:59.596799,72
Oak Street Weather Station,2021-07-03 05:59:59.992572,60
63rd Street Weather Station,2021-08-24 16:59:59.276176,57
Foster Weather Station,2021-09-16 03:00:00.605612,70
Oak Street Weather Station,2021-08-23 07:59:59.817838,84
63rd Street Weather Station,2021-12-15 12:00:00.647289,85
63rd Street Weather Station,2021-09-08 04:00:00.528705,70
Foster Weather Station,2021-10-19 09:00:00.209275,59
63rd Street Weather Station,2021-08-04 08:59:59.290071,71
Foster Weather Station,2021-11-25 09:00:00.876278,65
Foster Weather Station,2021-08-22 02:00:00.076768,71
Oak Street Weather Station,2021-05-26 21:59:59.732856,82
63rd Street Weather Station,2021-07-15 04:59:59.957662,85
Foster Weather Station,2021-10-27 14:59:59.216357,55
Oak Street Weather Station,2021-11-11 08:59:59.642672,85
Oak Street Weather Station,2021-08-01 01:59:59.779280,71
Oak Street Weather Station,2021-12-08 22:00:00.772653,64
63rd Street Weather Station,2021-05-28 22:00:00.809030,62
Oak Street Weather Station,2021-10-20 22:00:00.522999,55
Oak Street Weather Station,2021-11-12 07:00:00.070279,74
Oak Street Weather Station,2021-11-07 16:59:59.821525,52
Oak Street Weather Station,2021-07-31 14:00:00.149172,64
63rd Street Weather Station,2021-10-14 15:00:00.084397,55
63rd Street Weather Station,2021-11-08 18:00:00.542130,62
Foster Weather Station,2021-06-27 18:59:59.830015,57
Oak Street Weather Station,2021-09-05 13:00:00.597332,33
Foster Weather Station,2021-11-28 09:59:59.707559,52
Oak Street Weather Station,2021-07-19 03:59:59.659593,84
Oak Street Weather Station,2021-09-06 05:59:59.320361,62
Oak Street Weather Station,2021-06-14 14:59:59.810932,63
Oak Street Weather Station,2021-05-25 00:59:59.901010,51
Foster Weather Station,2021-11-10 00:59:59.439631,68
Oak Street Weather Station,2021-08-24 10:59:59.390511,61
63rd Street Weather Station,2021-09-01 14:00:00.290751,63
Oak Street Weather Station,2021-10-05 19:00:00.313350,90
Foster Weather Station,2021-11-24 13:00:00.134110,47
63rd Street Weather Station,2021-10-23 20:00:00.215736,58
63rd Street Weather Station,2021-10-08 06:59:59.974858,100
Oak Street Weather Station,2021-10-29 08:59:59.510117,89
Foster Weather Station,2021-09-20 02:00:00.356474,63
63rd Street Weather Station,2021-12-06 11:59:59.168904,53
Foster Weather Station,2021-11-30 02:59:59.623343,54
Foster Weather Station,2021-07-04 07:59:59.132082,62
Foster Weather Station,2021-07-26 10:59:59.593813,56
Foster Weather Station,2021-09-27 05:00:00.509781,60
63rd Street Weather Station,2021-06-15 01:59:59.759701,69
63rd Street Weather Station,2021-09-19 18:00:00.820864,82
Oak Street Weather Station,2021-11-27 10:00:00.725565,60
Oak Street Weather Station,2021-12-12 00:00:00.650891,63
Oak Street Weather Station,2021-07-11 01:59:59.645569,89
Foster Weather Station,2021-08-30 18:00:00.863942,54
63rd Street Weather Station,2021-10-01 20:00:00.456609,84
Foster Weather Station,2021-12-07 14:59:59.193831,29
63rd Street Weather Station,2021-07-23 14:59:59.818898,53
Oak Street Weather Station,2021-07-19 09:00:00.476670,87
63rd Street Weather Station,2021-05-21 08:00:00.516781,63
Oak Street Weather Station,2021-09-29 11:00:00.321682,73
Foster Weather Station,2021-10-14 08:00:00.349354,74
Oak Street Weather Station,2021-10-15 22:59:59.771700,59
Oak Street Weather Station,2021-05-29 07:00:00.033753,67
Foster Weather Station,2021-11-15 10:00:00.511112,53
Oak Street Weather Station,2021-09-11 02:00:00.609932,55
Foster Weather Station,2021-12-15 15:00:00.447332,77
63rd Street Weather Station,2021-10-14 00:00:00.602071,96
Oak Street Weather Station,2021-09-19 10:00:00.535213,72
Foster Weather Station,2021-07-08 12:00:00.566204,78
63rd Street Weather Station,2021-09-24 07:00:00.492660,69
Foster Weather Station,2021-12-13 13:00:00.653964,42
63rd Street Weather Station,2021-06-19 05:00:00.099016,76
Foster Weather Station,2021-10-19 04:59:59.144907,62
Foster Weather Station,2021-06-02 03:00:00.423527,63
63rd Street Weather Station,2021-09-28 18:00:00.141610,80
Foster Weather Station,2021-08-22 06:00:00.480892,71
Oak Street Weather Station,2021-09-18 04:00:00.548743,72
63rd Street Weather Station,2021-10-30 15:59:59.986742,81
63rd Street Weather Station,2021-10-15 19:00:00.843448,61
63rd Street Weather Station,2021-06-08 22:00:00.635962,100
Oak Street Weather Station,2021-10-21 06:59:59.824306,71
Foster Weather Station,2021-05-31 06:59:59.462462,47
Foster Weather Station,2021-06-20 05:59:59.520382,83
63rd Street Weather Station,2021-09-05 06:00:00.181219,87
63rd Street Weather Station,2021-10-21 13:00:00.225973,82
63rd Street Weather Station,2021-07-17 17:00:00.120905,90
Oak Street Weather Station,2021-08-26 23:00:00.630223,75
Oak Street Weather Station,2021-12-07 00:00:00.505078,43
63rd Street Weather Station,2021-11-12 23:00:00.348572,87
63rd Street Weather Station,2021-11-01 05:00:00.660721,72
Oak Street Weather Station,2021-09-22 13:00:00.279716,71
Oak Street Weather Station,2021-06-15 22:00:00.073493,61
63rd Street Weather Station,2021-10-09 01:59:59.372767,97
63rd Street Weather Station,2021-07-10 22:00:00.022723,96
Foster Weather Station,2021-10-21 14:59:59.569498,73
63rd Street Weather Station,2021-10-10 05:00:00.383121,76
63rd Street Weather Station,2021-07-07 08:00:00.086007,73
Oak Street Weather Station,2021-11-22 20:59:59.208416,35
Oak Street Weather Station,2021-11-21 00:00:00.154856,60
63rd Street Weather Station,2021-06-10 03:59:59.507237,98
Oak Street Weather Station,2021-09-14 18:59:59.572236,54
Oak Street Weather Station,2021-09-18 18:00:00.859032,72
Oak Street Weather Station,2021-09-05 23:59:59.393540,44
