Station Name,Measurement Timestamp,Rain Intensity,Interval Rain,Total Rain
63rd Street Weather Station,2021-06-19 06:00:00.403637,0.0,0.0,0.8
63rd Street Weather Station,2021-08-05 05:59:59.594031,0.0,0.0,324.2
Oak Street Weather Station,2021-05-28 11:59:59.648882,0.0,0.0,1.3
Foster Weather Station,2021-06-29 00:00:00.198003,,0.0,
63rd Street Weather Station,2021-11-22 14:00:00.779801,0.0,0.0,103.9
Oak Street Weather Station,2021-09-27 20:00:00.716054,0.0,0.0,214.6
Oak Street Weather Station,2021-09-24 15:59:59.485514,0.0,0.0,210.7
Foster Weather Station,2021-06-18 07:59:59.877912,,0.0,
Oak Street Weather Station,2021-06-07 06:59:59.711703,0.0,0.0,15.9
Oak Street Weather Station,2021-11-07 09:59:59.757660,0.0,0.0,23.8
Oak Street Weather Station,2021-06-18 20:00:00.286883,0.0,0.0,27.8
Oak Street Weather Station,2021-08-08 16:59:59.854133,0.0,0.0,149.2
63rd Street Weather Station,2021-11-09 12:00:00.157178,0.0,0.0,60.2
Oak Street Weather Station,2021-10-08 09:00:00.034858,0.0,0.0,232.1
Oak Street Weather Station,2021-10-08 15:59:59.120207,0.0,3.0,236.4
Oak Street Weather Station,2021-06-13 12:00:00.515420,0.0,0.0,21.7
Oak Street Weather Station,2021-06-22 05:00:00.440815,0.0,0.0,34.5
Foster Weather Station,2021-07-21 01:59:59.152761,,0.0,
Oak Street Weather Station,2021-10-08 10:59:59.275265,0.0,0.0,232.1
Oak Street Weather Station,2021-10-29 11:00:00.396765,0.0,0.9,20.6
Foster Weather Station,2021-05-29 01:59:59.479624,,0.0,
Oak Street Weather Station,2021-06-22 08:59:59.916735,0.0,0.0,34.5
Oak Street Weather Station,2021-11-09 15:00:00.128144,0.0,0.0,23.8
Oak Street Weather Station,2021-11-12 12:00:00.597810,0.0,0.3,36.1
Oak Street Weather Station,2021-09-04 04:59:59.245792,0.0,0.1,199.8
Oak Street Weather Station,2021-08-16 19:59:59.206762,0.0,0.0,164.1
63rd Street Weather Station,2021-09-09 08:59:59.922344,0.0,0.0,498.4
Foster Weather Station,2021-07-13 05:59:59.423416,,0.0,
63rd Street Weather Station,2021-10-18 15:00:00.227155,0.0,0.0,654.8
Oak Street Weather Station,2021-06-18 12:00:00.336436,0.0,0.0,27.8
Oak Street Weather Station,2021-06-27 04:59:59.930662,0.0,0.0,91.7
Foster Weather Station,2021-07-14 14:00:00.244776,,0.0,
Oak Street Weather Station,2021-10-14 15:00:00.032418,0.0,0.0,269.0
Foster Weather Station,2021-11-09 19:59:59.393340,,0.0,
Foster Weather Station,2021-08-19 12:59:59.349214,,0.0,
Foster Weather Station,2021-09-10 20:59:59.256410,,0.0,
Foster Weather Station,2021-05-25 20:00:00.558496,,0.0,
63rd Street Weather Station,2021-07-25 07:00:00.623312,0.0,0.0,309.7
Foster Weather Station,2021-09-10 02:00:00.356672,,0.0,
Oak Street Weather Station,2021-05-20 16:00:00.641840,0.0,0.0,22.8
Oak Street Weather Station,2021-08-17 08:00:00.369989,0.0,0.0,164.1
63rd Street Weather Station,2021-09-26 20:00:00.621433,0.0,0.0,526.7
Foster Weather Station,2021-07-21 19:00:00.338793,,0.0,
63rd Street Weather Station,2021-11-29 21:00:00.482733,0.0,0.0,107.4
Oak Street Weather Station,2021-05-20 10:00:00.819763,0.0,0.0,22.8
63rd Street Weather Station,2021-09-08 20:59:59.727274,0.0,0.0,498.4
Foster Weather Station,2021-09-16 07:59:59.998670,,0.0,
Oak Street Weather Station,2021-09-30 06:00:00.154283,0.0,0.0,214.6
Foster Weather Station,2021-10-04 18:00:00.351367,,0.0,
Oak Street Weather Station,2021-08-11 09:59:59.722592,0.0,0.0,161.4
Foster Weather Station,2021-11-02 01:00:00.338500,,0.0,
63rd Street Weather Station,2021-07-25 11:00:00.514389,0.0,0.0,309.7
63rd Street Weather Station,2021-11-28 19:00:00.469480,0.0,0.0,107.4
Foster Weather Station,2021-07-15 03:00:00.017958,,0.0,
63rd Street Weather Station,2021-06-21 20:59:59.118988,0.0,0.0,19.6
63rd Street Weather Station,2021-09-26 09:59:59.855759,0.0,0.0,526.7
Foster Weather Station,2021-07-03 18:59:59.324445,,0.0,
Oak Street Weather Station,2021-08-11 16:59:59.109820,0.0,0.0,164.0
Foster Weather Station,2021-07-19 16:59:59.147196,,0.0,
Oak Street Weather Station,2021-11-23 10:59:59.703020,0.0,0.0,41.1
63rd Street Weather Station,2021-10-22 08:59:59.246572,0.0,0.0,655.4
Oak Street Weather Station,2021-07-22 08:59:59.560268,0.0,0.0,132.3
Oak Street Weather Station,2021-11-12 18:00:00.153626,0.0,0.0,36.4
Oak Street Weather Station,2021-09-18 16:59:59.103438,0.0,0.0,204.2
Oak Street Weather Station,2021-12-02 20:00:00.790167,0.0,0.0,42.9
63rd Street Weather Station,2021-09-28 09:59:59.987543,0.0,0.0,526.7
63rd Street Weather Station,2021-09-27 14:00:00.022166,0.0,0.0,526.7
63rd Street Weather Station,2021-07-06 14:00:00.537683,0.0,0.0,235.7
Foster Weather Station,2021-09-05 05:00:00.820731,,0.0,
Foster Weather Station,2021-07-29 20:00:00.586600,,0.0,
Oak Street Weather Station,2021-06-16 13:00:00.765835,0.0,0.0,21.7
Oak Street Weather Station,2021-06-08 22:59:59.502885,0.0,0.0,16.1
Foster Weather Station,2021-11-05 13:59:59.787445,,0.0,
Oak Street Weather Station,2021-10-04 03:59:59.985111,0.0,0.0,223.8
Oak Street Weather Station,2021-07-28 08:59:59.771344,0.0,0.0,141.3
Foster Weather Station,2021-08-05 01:00:00.303915,,0.0,
Oak Street Weather Station,2021-10-08 22:59:59.503890,0.0,0.0,238.6
63rd Street Weather Station,2021-09-15 18:59:59.603308,0.0,0.0,498.4
63rd Street Weather Station,2021-11-09 20:59:59.588601,0.0,0.0,60.2
Oak Street Weather Station,2021-08-28 22:00:00.154575,0.0,0.0,195.8
Foster Weather Station,2021-09-25 22:00:00.194799,,0.0,
63rd Street Weather Station,2021-10-02 23:59:59.156164,0.0,0.0,535.8
Foster Weather Station,2021-12-10 16:59:59.189651,,7.19,
Oak Street Weather Station,2021-09-24 19:00:00.678112,0.0,0.0,210.7
63rd Street Weather Station,2021-05-31 21:00:00.332628,0.0,0.0,3.2
63rd Street Weather Station,2021-08-23 07:00:00.536537,0.0,0.0,397.6
Foster Weather Station,2021-06-08 03:00:00.216657,,0.0,
Foster Weather Station,2021-11-22 01:59:59.741677,,0.0,
Oak Street Weather Station,2021-06-03 16:00:00.595954,0.0,0.0,15.9
Foster Weather Station,2021-06-13 05:00:00.557637,,0.0,
Oak Street Weather Station,2021-12-04 09:59:59.930694,0.0,0.0,43.0
Oak Street Weather Station,2021-07-25 23:00:00.145819,0.0,0.0,140.0
63rd Street Weather Station,2021-12-05 12:59:59.110467,0.0,1.2,6.1
Foster Weather Station,2021-11-25 01:59:59.589800,,0.0,
Oak Street Weather Station,2021-07-22 05:00:00.425602,0.0,0.0,132.3
63rd Street Weather Station,2021-09-25 04:00:00.426128,0.0,0.0,526.7
63rd Street Weather Station,2021-07-07 07:00:00.229481,0.0,0.0,235.7
Oak Street Weather Station,2021-09-07 22:59:59.845508,0.0,0.0,202.1
63rd Street Weather Station,2021-11-23 05:59:59.431160,0.0,0.0,103.9
63rd Street Weather Station,2021-11-16 16:59:59.328171,0.0,0.0,100.3
Oak Street Weather Station,2021-11-20 19:59:59.194476,0.0,0.0,40.7
Oak Street Weather Station,2021-09-23 19:00:00.065750,0.0,0.0,210.7
63rd Street Weather Station,2021-11-01 13:59:59.695712,0.0,0.0,60.2
Oak Street Weather Station,2021-09-07 11:00:00.775460,0.0,0.0,199.8
Oak Street Weather Station,2021-09-17 09:59:59.663749,0.0,0.0,202.1
63rd Street Weather Station,2021-06-06 02:59:59.557662,0.0,0.0,3.5
Oak Street Weather Station,2021-07-29 21:00:00.612131,0.0,0.0,146.2
Oak Street Weather Station,2021-09-28 11:00:00.143273,0.0,0.0,214.6
Oak Street Weather Station,2021-12-01 18:59:59.926871,0.0,0.0,42.9
63rd Street Weather Station,2021-06-20 07:00:00.654091,0.0,0.0,1.0
Foster Weather Station,2021-10-16 16:00:00.299584,,0.0,
63rd Street Weather Station,2021-10-16 07:59:59.517518,0.0,0.0,654.8
63rd Street Weather Station,2021-07-12 20:59:59.240849,0.0,0.0,265.0
Foster Weather Station,2021-08-13 03:00:00.445810,,0.0,
Oak Street Weather Station,2021-09-04 14:00:00.334721,0.0,0.0,199.8
Oak Street Weather Station,2021-11-09 09:59:59.888420,0.0,0.0,23.8
63rd Street Weather Station,2021-11-09 12:59:59.497672,0.0,0.0,60.2
Foster Weather Station,2021-08-19 21:59:59.894273,,0.0,
63rd Street Weather Station,2021-11-19 22:00:00.799146,0.0,0.0,103.0
Foster Weather Station,2021-11-04 00:59:59.906023,,0.0,
63rd Street Weather Station,2021-09-23 10:59:59.151930,0.0,0.0,518.3
Foster Weather Station,2021-10-25 12:00:00.308620,,0.0,
Foster Weather Station,2021-09-27 17:00:00.590397,,0.0,
Oak Street Weather Station,2021-09-16 08:59:59.291196,0.0,0.0,202.1
Oak Street Weather Station,2021-10-10 11:59:59.518022,0.0,0.0,238.8
Oak Street Weather Station,2021-09-13 10:59:59.616174,0.0,0.0,202.1
Oak Street Weather Station,2021-06-26 05:00:00.138086,0.0,0.0,72.3
Foster Weather Station,2021-06-12 15:59:59.789132,,0.0,
Foster Weather Station,2021-12-02 12:59:59.884968,,0.0,
Foster Weather Station,2021-08-16 22:59:59.868721,,0.0,
Oak Street Weather Station,2021-06-10 03:59:59.576083,0.0,0.0,16.1
Oak Street Weather Station,2021-07-17 19:59:59.558993,0.0,0.0,132.3
Oak Street Weather Station,2021-10-04 14:59:59.279164,0.0,0.0,223.9
Oak Street Weather Station,2021-07-18 09:00:00.261482,0.0,0.0,132.3
Foster Weather Station,2021-12-06 22:59:59.764467,,0.0,
Oak Street Weather Station,2021-08-05 10:00:00.769333,0.0,0.0,146.2
Foster Weather Station,2021-10-22 07:00:00.685476,,0.0,
Oak Street Weather Station,2021-08-01 03:59:59.145097,0.0,0.0,146.2
Oak Street Weather Station,2021-11-04 05:59:59.115782,0.0,0.0,23.8
63rd Street Weather Station,2021-08-27 00:00:00.118207,0.0,0.0,482.1
Oak Street Weather Station,2021-08-06 21:59:59.305328,0.6,1.6,148.6
Oak Street Weather Station,2021-09-18 10:59:59.541870,0.0,0.0,204.2
Foster Weather Station,2021-05-30 21:59:59.608896,,0.0,
Oak Street Weather Station,2021-06-24 09:00:00.459260,0.0,0.0,34.7
63rd Street Weather Station,2021-11-19 15:59:59.171670,0.0,0.0,103.0
Oak Street Weather Station,2021-08-25 09:00:00.506263,0.0,0.0,183.7
Oak Street Weather Station,2021-11-27 11:00:00.156270,0.0,0.0,42.8
Foster Weather Station,2021-10-14 13:59:59.269298,,0.0,
Foster Weather Station,2021-09-05 09:00:00.079255,,0.0,
Foster Weather Station,2021-10-01 13:00:00.181959,,0.0,
63rd Street Weather Station,2021-10-21 06:59:59.700914,0.0,0.0,655.4
63rd Street Weather Station,2021-10-23 16:59:59.453129,0.0,0.0,655.4
Oak Street Weather Station,2021-10-12 11:59:59.575618,0.0,0.0,257.1
Foster Weather Station,2021-10-29 23:00:00.575132,,0.0,
Foster Weather Station,2021-06-10 16:59:59.100699,,0.0,
Oak Street Weather Station,2021-06-22 10:59:59.606672,0.0,0.0,34.5
Oak Street Weather Station,2021-10-18 20:00:00.259339,0.0,0.0,269.7
Foster Weather Station,2021-09-25 10:00:00.078469,,0.0,
Oak Street Weather Station,2021-06-27 01:59:59.828084,0.0,0.0,91.7
63rd Street Weather Station,2021-11-14 09:59:59.657325,0.0,0.0,99.7
Oak Street Weather Station,2021-08-12 06:00:00.323799,0.0,0.0,164.1
63rd Street Weather Station,2021-09-19 05:59:59.923408,0.0,0.0,499.6
63rd Street Weather Station,2021-12-02 20:00:00.317333,0.0,0.0,107.4
Foster Weather Station,2021-07-29 07:59:59.450103,,0.0,
Oak Street Weather Station,2021-09-27 15:59:59.483428,0.0,0.0,214.6
Foster Weather Station,2021-11-18 18:00:00.085944,,0.0,
Foster Weather Station,2021-10-16 06:59:59.387977,,0.0,
63rd Street Weather Station,2021-12-15 14:00:00.618768,0.0,0.0,33.0
Oak Street Weather Station,2021-11-30 04:00:00.483703,0.0,0.0,42.8
Foster Weather Station,2021-10-03 10:00:00.368589,,0.0,
Oak Street Weather Station,2021-11-27 14:00:00.471050,0.0,0.0,42.8
Foster Weather Station,2021-08-05 23:00:00.811641,,0.0,
Foster Weather Station,2021-12-12 16:59:59.144745,,0.0,
Foster Weather Station,2021-06-03 07:59:59.152456,,0.0,
Foster Weather Station,2021-06-11 06:00:00.091558,,0.0,
Foster Weather Station,2021-11-26 21:59:59.818592,,0.0,
63rd Street Weather Station,2021-11-02 15:00:00.745308,0.0,0.0,60.2
Foster Weather Station,2021-07-09 10:59:59.332581,,0.0,
Oak Street Weather Station,2021-09-12 11:59:59.196210,0.0,0.0,202.1
63rd Street Weather Station,2021-05-27 10:00:00.447964,0.0,0.0,61.5
Oak Street Weather Station,2021-06-26 08:00:00.702949,4.8,2.4,75.2
Foster Weather Station,2021-11-11 08:00:00.311458,,0.69,
Foster Weather Station,2021-07-29 03:00:00.316664,,0.0,
Foster Weather Station,2021-09-12 13:59:59.992232,,0.0,
63rd Street Weather Station,2021-05-22 16:59:59.843008,0.0,0.0,18.2
Foster Weather Station,2021-12-01 03:59:59.434931,,0.0,
Oak Street Weather Station,2021-12-10 13:59:59.878308,0.0,0.0,4.2
Foster Weather Station,2021-07-04 04:00:00.046839,,0.0,
Oak Street Weather Station,2021-08-03 18:00:00.526966,0.0,0.0,146.2
Foster Weather Station,2021-07-28 23:00:00.314019,,0.0,
Foster Weather Station,2021-07-08 02:00:00.784572,,0.0,
Foster Weather Station,2021-10-13 23:00:00.860310,,0.0,
Oak Street Weather Station,2021-07-19 03:00:00.378917,0.0,0.0,132.3
Oak Street Weather Station,2021-09-05 09:00:00.449227,0.0,0.0,199.8
63rd Street Weather Station,2021-06-24 12:00:00.507808,0.0,0.3,22.6
Foster Weather Station,2021-11-21 07:00:00.287473,,0.0,
63rd Street Weather Station,2021-07-06 23:59:59.438734,0.0,0.0,235.7
Foster Weather Station,2021-06-20 09:59:59.106224,,0.0,
Foster Weather Station,2021-05-26 21:00:00.628421,,0.0,
63rd Street Weather Station,2021-07-18 00:59:59.305498,0.0,0.0,282.9
Oak Street Weather Station,2021-06-02 15:59:59.916803,0.0,0.0,15.9
Oak Street Weather Station,2021-10-30 14:00:00.830048,0.0,0.0,23.8
Foster Weather Station,2021-10-01 10:59:59.549844,,0.0,
63rd Street Weather Station,2021-11-15 15:00:00.835662,0.0,0.0,100.3
Foster Weather Station,2021-12-12 00:00:00.419355,,0.0,
Oak Street Weather Station,2021-06-18 10:00:00.615432,0.0,0.0,27.8
63rd Street Weather Station,2021-10-09 23:59:59.596196,0.0,0.0,591.6
Foster Weather Station,2021-06-10 12:59:59.758362,,0.0,
Foster Weather Station,2021-08-05 17:00:00.846070,,0.0,
63rd Street Weather Station,2021-08-19 05:59:59.748082,0.0,0.0,395.3
Foster Weather Station,2021-09-30 05:59:59.394339,,0.0,
Foster Weather Station,2021-06-23 21:59:59.423394,,0.0,
Oak Street Weather Station,2021-07-28 02:59:59.248461,0.0,0.0,140.0
Foster Weather Station,2021-10-10 02:59:59.775652,,0.08,
63rd Street Weather Station,2021-10-20 02:59:59.107870,0.0,0.0,654.8
Oak Street Weather Station,2021-12-11 17:59:59.143152,0.0,0.0,24.2
63rd Street Weather Station,2021-09-01 12:00:00.429925,0.0,0.0,487.2
63rd Street Weather Station,2021-11-03 14:59:59.659941,0.0,0.0,60.2
Foster Weather Station,2021-11-04 13:00:00.854964,,0.0,
Foster Weather Station,2021-12-03 06:59:59.715689,,0.0,
Oak Street Weather Station,2021-09-11 17:59:59.922589,0.0,0.0,202.1
63rd Street Weather Station,2021-07-23 05:00:00.788921,0.0,0.0,282.9
63rd Street Weather Station,2021-10-11 02:59:59.509974,0.0,0.0,592.4
63rd Street Weather Station,2021-09-21 16:00:00.650211,0.0,0.0,506.4
Oak Street Weather Station,2021-11-28 18:00:00.380114,0.0,0.0,42.8
Foster Weather Station,2021-08-29 02:00:00.046860,,0.0,
Foster Weather Station,2021-10-06 12:59:59.217899,,0.0,
Foster Weather Station,2021-07-01 00:59:59.582558,,0.0,
63rd Street Weather Station,2021-09-01 09:59:59.331893,0.0,0.0,487.2
Foster Weather Station,2021-08-24 14:00:00.027612,,0.0,
63rd Street Weather Station,2021-05-30 04:00:00.874283,0.0,0.0,3.1
63rd Street Weather Station,2021-06-27 04:59:59.637745,0.0,0.0,153.1
Oak Street Weather Station,2021-09-15 13:00:00.510056,0.0,0.0,202.1
Foster Weather Station,2021-06-22 02:59:59.624437,,0.0,
Foster Weather Station,2021-08-08 18:59:59.256254,,0.0,
Oak Street Weather Station,2021-08-10 20:59:59.751214,0.6,4.7,161.2
Oak Street Weather Station,2021-08-03 09:59:59.872609,0.0,0.0,146.2
Oak Street Weather Station,2021-09-19 23:00:00.531411,0.0,0.0,204.3
Foster Weather Station,2021-09-18 10:59:59.296454,,0.0,
Foster Weather Station,2021-09-25 08:59:59.498914,,0.0,
63rd Street Weather Station,2021-08-19 01:59:59.953232,0.0,0.0,395.3
63rd Street Weather Station,2021-09-20 04:59:59.691368,0.0,0.1,499.8
Foster Weather Station,2021-11-12 05:00:00.264842,,0.0,
Oak Street Weather Station,2021-07-30 16:00:00.541803,0.0,0.0,146.2
Oak Street Weather Station,2021-06-02 00:00:00.487512,0.0,0.0,15.9
Foster Weather Station,2021-10-19 16:00:00.257164,,0.0,
63rd Street Weather Station,2021-07-16 21:59:59.790563,0.0,0.0,282.9
Oak Street Weather Station,2021-07-06 21:59:59.553352,0.0,0.0,112.6
Foster Weather Station,2021-10-15 18:00:00.518422,,0.0,
Oak Street Weather Station,2021-07-21 05:00:00.107307,0.0,0.0,132.3
Oak Street Weather Station,2021-06-06 10:00:00.567074,0.0,0.0,15.9
63rd Street Weather Station,2021-12-17 06:59:59.550935,0.0,0.0,33.7
63rd Street Weather Station,2021-06-22 21:59:59.105683,0.0,0.0,19.6
Foster Weather Station,2021-12-01 20:59:59.126966,,0.0,
Oak Street Weather Station,2021-07-11 00:00:00.717035,0.0,0.0,117.6
63rd Street Weather Station,2021-05-27 07:00:00.282150,0.0,0.0,61.5
Foster Weather Station,2021-09-02 06:59:59.419287,,0.0,
Oak Street Weather Station,2021-08-02 15:00:00.748940,0.0,0.0,146.2
Oak Street Weather Station,2021-12-06 07:00:00.126091,0.0,0.0,4.2
Foster Weather Station,2021-06-18 15:00:00.584604,,0.0,
63rd Street Weather Station,2021-10-19 18:00:00.222391,0.0,0.0,654.8
Foster Weather Station,2021-12-06 19:00:00.109643,,0.0,
Foster Weather Station,2021-12-12 18:59:59.641660,,0.0,
63rd Street Weather Station,2021-05-28 13:59:59.914380,0.0,0.0,1.5
Foster Weather Station,2021-10-06 21:00:00.121591,,0.0,
Oak Street Weather Station,2021-11-29 12:00:00.248281,0.0,0.0,42.8
Foster Weather Station,2021-07-26 05:59:59.905110,,0.0,
63rd Street Weather Station,2021-11-26 00:00:00.393424,0.0,0.0,107.2
63rd Street Weather Station,2021-10-03 22:00:00.102337,0.0,0.0,569.0
63rd Street Weather Station,2021-09-16 18:59:59.176861,0.0,0.0,498.4
63rd Street Weather Station,2021-11-23 02:59:59.303116,0.0,0.0,103.9
Foster Weather Station,2021-10-07 19:00:00.686239,,0.0,
Foster Weather Station,2021-11-27 02:00:00.895918,,0.0,
63rd Street Weather Station,2021-12-10 21:00:00.783046,0.6,0.0,2.9
Foster Weather Station,2021-09-09 01:59:59.967905,,0.0,
63rd Street Weather Station,2021-12-03 13:59:59.844664,0.0,0.0,107.4
63rd Street Weather Station,2021-06-04 06:00:00.077336,0.0,0.0,3.3
Foster Weather Station,2021-10-14 11:59:59.442469,,0.03,
Oak Street Weather Station,2021-10-04 18:00:00.216682,0.0,0.0,223.9
Oak Street Weather Station,2021-09-17 19:59:59.472028,0.0,0.3,202.4
Oak Street Weather Station,2021-12-10 08:00:00.843605,0.0,0.0,4.2
Oak Street Weather Station,2021-05-19 05:00:00.793550,0.0,0.0,20.8
Foster Weather Station,2021-11-16 04:59:59.777441,,0.0,
Oak Street Weather Station,2021-06-28 11:59:59.547049,0.0,0.0,94.1
63rd Street Weather Station,2021-07-25 13:59:59.544701,0.0,0.0,309.7
63rd Street Weather Station,2021-08-14 06:00:00.704251,0.0,0.0,395.3
Foster Weather Station,2021-10-31 13:00:00.884904,,0.0,
Foster Weather Station,2021-08-09 14:00:00.162882,,0.0,
Foster Weather Station,2021-07-17 09:00:00.060570,,0.0,
63rd Street Weather Station,2021-09-12 21:00:00.856617,0.0,0.0,498.4
Oak Street Weather Station,2021-12-05 20:59:59.269691,0.0,0.0,4.2
63rd Street Weather Station,2021-09-20 03:00:00.198314,0.0,0.2,499.8
63rd Street Weather Station,2021-09-22 11:59:59.572915,0.0,0.0,518.3
Oak Street Weather Station,2021-10-22 11:00:00.540750,0.0,0.0,269.8
Foster Weather Station,2021-07-16 16:00:00.698066,,0.0,
Foster Weather Station,2021-10-12 03:00:00.466392,,0.0,
Oak Street Weather Station,2021-06-13 23:59:59.544115,0.0,0.0,21.7
Oak Street Weather Station,2021-11-06 20:00:00.630731,0.0,0.0,23.8
63rd Street Weather Station,2021-08-21 01:59:59.322705,0.0,0.0,395.3
63rd Street Weather Station,2021-06-20 02:00:00.453518,0.0,0.0,1.0
63rd Street Weather Station,2021-09-07 05:59:59.712673,0.0,0.0,489.5
Oak Street Weather Station,2021-07-28 23:59:59.958979,0.0,0.0,141.3
Foster Weather Station,2021-06-09 21:00:00.777870,,0.0,
63rd Street Weather Station,2021-06-07 17:59:59.125289,0.0,0.0,4.1
Oak Street Weather Station,2021-08-16 09:59:59.213338,0.0,0.0,164.1
Oak Street Weather Station,2021-09-18 09:59:59.603706,0.0,0.0,204.2
63rd Street Weather Station,2021-12-07 20:00:00.149056,0.0,0.0,8.4
Foster Weather Station,2021-07-17 01:00:00.088387,,0.0,
Oak Street Weather Station,2021-05-18 00:59:59.421208,0.0,0.0,18.6
63rd Street Weather Station,2021-08-30 23:00:00.712380,0.0,0.0,487.1
Foster Weather Station,2021-11-24 16:59:59.546986,,0.0,
Oak Street Weather Station,2021-05-24 13:59:59.740676,0.0,0.0,23.0
Oak Street Weather Station,2021-05-21 23:59:59.341303,0.0,0.0,22.8
Oak Street Weather Station,2021-06-20 20:59:59.451067,0.0,0.8,29.2
Oak Street Weather Station,2021-07-17 08:59:59.104709,0.0,0.0,132.3
Foster Weather Station,2021-09-05 10:00:00.104731,,0.0,
Foster Weather Station,2021-11-16 22:59:59.452276,,0.0,
Oak Street Weather Station,2021-11-10 14:00:00.757009,0.0,0.0,23.8
63rd Street Weather Station,2021-11-11 19:00:00.682366,0.0,0.0,97.3
Oak Street Weather Station,2021-07-29 19:00:00.855522,0.0,0.0,146.2
Oak Street Weather Station,2021-08-25 06:59:59.787716,0.0,0.0,183.7
63rd Street Weather Station,2021-08-05 23:00:00.377449,0.0,0.0,324.2
Foster Weather Station,2021-06-08 14:59:59.138955,,0.0,
Foster Weather Station,2021-07-01 06:00:00.503531,,0.0,
63rd Street Weather Station,2021-07-10 17:00:00.424835,0.0,0.2,236.1
63rd Street Weather Station,2021-07-11 15:00:00.240368,1.8,1.6,264.0
Oak Street Weather Station,2021-06-21 03:00:00.772095,0.0,0.0,34.5
63rd Street Weather Station,2021-09-28 14:59:59.616415,0.0,0.0,526.7
63rd Street Weather Station,2021-06-10 19:59:59.227451,0.0,0.0,4.1
Oak Street Weather Station,2021-10-10 07:00:00.535311,0.0,0.0,238.8
63rd Street Weather Station,2021-08-11 13:00:00.086283,0.0,0.3,395.3
63rd Street Weather Station,2021-09-23 08:59:59.904192,0.0,0.0,518.3
63rd Street Weather Station,2021-07-01 09:00:00.320177,0.0,0.0,235.7
Oak Street Weather Station,2021-11-16 17:59:59.176404,0.0,0.0,37.1
Foster Weather Station,2021-09-16 15:00:00.059921,,0.0,
Foster Weather Station,2021-09-11 12:59:59.302546,,0.0,
Oak Street Weather Station,2021-08-06 11:00:00.354652,0.0,0.0,146.2
63rd Street Weather Station,2021-11-03 08:00:00.693065,0.0,0.0,60.2
Oak Street Weather Station,2021-06-27 23:59:59.791142,0.0,0.0,91.7
63rd Street Weather Station,2021-07-01 12:59:59.966177,0.0,0.0,235.7
Oak Street Weather Station,2021-10-29 09:59:59.269688,0.0,0.1,19.6
Foster Weather Station,2021-09-02 05:00:00.227190,,0.0,
63rd Street Weather Station,2021-09-01 16:00:00.053373,0.0,0.0,487.2
63rd Street Weather Station,2021-07-26 19:59:59.571826,0.0,0.0,309.7
Oak Street Weather Station,2021-10-03 10:59:59.274174,0.0,0.0,221.2
Oak Street Weather Station,2021-10-30 22:59:59.854069,0.0,0.0,23.8
63rd Street Weather Station,2021-06-30 02:00:00.804895,0.0,0.0,230.4
Oak Street Weather Station,2021-09-23 23:00:00.359066,0.0,0.0,210.7
Foster Weather Station,2021-07-27 09:59:59.451830,,0.0,
63rd Street Weather Station,2021-11-12 08:59:59.741268,0.0,0.0,97.5
63rd Street Weather Station,2021-10-29 17:59:59.513472,0.0,0.8,59.1
Foster Weather Station,2021-10-29 01:00:00.639686,,0.0,
Oak Street Weather Station,2021-09-13 20:59:59.923675,0.0,0.0,202.1
Foster Weather Station,2021-10-05 18:59:59.331168,,0.0,
Foster Weather Station,2021-05-23 22:59:59.754377,,0.0,
Foster Weather Station,2021-08-25 02:00:00.683295,,0.0,
Foster Weather Station,2021-07-18 01:59:59.215198,,0.0,
Foster Weather Station,2021-09-25 05:00:00.571910,,0.0,
63rd Street Weather Station,2021-06-02 20:59:59.951928,0.0,0.0,3.3
Foster Weather Station,2021-07-31 03:00:00.440749,,0.0,
Oak Street Weather Station,2021-06-26 10:00:00.660258,0.0,0.0,75.5
Oak Street Weather Station,2021-12-10 19:00:00.807175,4.8,2.3,13.1
Foster Weather Station,2021-05-29 23:59:59.766695,,0.0,
63rd Street Weather Station,2021-12-16 03:00:00.137008,0.0,0.1,33.5
Oak Street Weather Station,2021-11-07 11:00:00.384153,0.0,0.0,23.8
Foster Weather Station,2021-07-13 02:59:59.365200,,0.0,
Foster Weather Station,2021-06-03 00:00:00.037956,,0.0,
63rd Street Weather Station,2021-06-15 18:00:00.040307,0.0,0.0,15.3
Foster Weather Station,2021-11-28 16:00:00.464544,,0.0,
63rd Street Weather Station,2021-12-15 19:00:00.727935,0.0,0.0,33.0
Foster Weather Station,2021-10-27 05:59:59.205301,,0.0,
63rd Street Weather Station,2021-06-25 07:00:00.259411,0.6,2.5,56.3
Oak Street Weather Station,2021-10-30 18:59:59.552450,0.0,0.0,23.8
Foster Weather Station,2021-07-03 13:00:00.635852,,0.0,
Foster Weather Station,2021-10-08 19:00:00.834540,,0.0,
Oak Street Weather Station,2021-08-11 20:59:59.388661,0.0,0.0,164.0
Foster Weather Station,2021-10-23 15:00:00.313324,,0.0,
Oak Street Weather Station,2021-06-19 22:59:59.671383,0.0,0.0,27.9
Foster Weather Station,2021-10-26 13:59:59.305426,,0.0,
Foster Weather Station,2021-06-24 15:59:59.675252,,0.0,
Oak Street Weather Station,2021-07-22 22:59:59.314149,0.0,0.0,132.3
63rd Street Weather Station,2021-12-16 09:00:00.429567,0.0,0.0,33.7
Foster Weather Station,2021-11-06 11:59:59.420796,,0.0,
Foster Weather Station,2021-11-27 23:59:59.912774,,0.0,
63rd Street Weather Station,2021-07-24 07:00:00.719040,0.0,0.0,282.9
